Crop ,Tray_position ,Replicate ,Treatment ,day ,date       ,batchid         ,tray ,planteye_id ,digital_biomass__avg ,digital_biomass__max ,digital_biomass__min ,height__avg   ,height__max ,height__min ,height_max__avg ,height_max__max ,height_max__min ,leaf_area_index__avg ,leaf_area_index__max ,leaf_area_index__min ,proj_area__avg ,proj_area__max ,proj_area__min ,ndvi_aver__avg ,ndvi_aver__max ,ndvi_aver__min ,greenness_aver__avg ,greenness_aver__max ,greenness_aver__min ,hue_aver__avg ,hue_aver__max ,hue_aver__min ,area_3d__avg   ,area_3d__max ,area_3d__min ,leaf_inclination__avg ,leaf_inclination__max ,leaf_inclination__min ,leaf_angle__avg ,leaf_angle__max ,leaf_angle__min ,light_pen_depth__avg ,light_pen_depth__max ,light_pen_depth__min ,npci_aver__avg ,npci_aver__max ,npci_aver__min ,psri_aver__avg ,psri_aver__max ,psri_aver__min
Lt43 ,B7            ,4,UV8       ,4,06/05/2022,30_Lt_st_18     ,6,scan2       ,286799.125,286799.125,286799.125,13.375,13.375,13.375,31.443,31.443,31.443,0.092,0.092,0.092,15979.403,15979.403,15979.403,0.71938,0.71938,0.71938,0.39455,0.39455,0.39455,111.39265,111.39265,111.39265,21443.414,21443.414,21443.414,1.34242,1.34242,1.34242,48.151,48.151,48.151,12.031,12.031,12.031,0.16007,0.16007,0.16007,0.02914,0.02914,0.02914
Lt43 ,B8            ,5,UV8       ,4,06/05/2022,30_Lt_st_18     ,7,scan2       ,763864.625,763864.625,763864.625,19.131,19.131,19.131,38.741,38.741,38.741,0.171,0.171,0.171,29049.164,29049.164,29049.164,0.66564,0.66564,0.66564,0.38711,0.38711,0.38711,106.86903,106.86903,106.86903,39928.082,39928.082,39928.082,1.37401,1.37401,1.37401,46.701,46.701,46.701,15.689,15.689,15.689,0.19146,0.19146,0.19146,0.05506,0.05506,0.05506
Lt63 ,B9            ,5,UV8       ,4,06/05/2022,30_Lt_st_18     ,8,scan2       ,674108.125,674108.125,674108.125,16.11,16.11,16.11,35.531,35.531,35.531,0.179,0.179,0.179,30749.975,30749.975,30749.975,0.71251,0.71251,0.71251,0.39753,0.39753,0.39753,111.04134,111.04134,111.04134,41844.516,41844.516,41844.516,1.36089,1.36089,1.36089,47.29,47.29,47.29,13.282,13.282,13.282,0.16267,0.16267,0.16267,0.03278,0.03278,0.03278
Lt43 ,A1            ,1,UV5       ,4,06/05/2022,31_Lt_st_18     ,0,scan1       ,1294302,1514171.125,1074432.875,24.1515,26.014,22.289,41.964,43.16,40.768,0.2275,0.249,0.206,35208.6785,38133.695,32283.662,0.70399,0.71278,0.6952,0.353855,0.36843,0.33928,114.8208,115.63813,114.00347,53205.5175,58206.812,48204.223,1.507665,1.52361,1.49172,41.557,42.094,41.02,19.525,21.086,17.964,0.09921,0.11354,0.08488,0.013555,0.01701,0.0101
Lt98 ,A6            ,1,UV5       ,4,06/05/2022,31_Lt_st_18     ,0,scan2       ,790703.344,926240.5,655166.188,19.815,20.987,18.643,34.007,35.64,32.374,0.1695,0.189,0.15,27472.6875,30332.57,24612.805,0.627865,0.64011,0.61562,0.33915,0.35098,0.32732,107.655295,107.83997,107.47062,39638.494,44133.562,35143.426,1.43914,1.45303,1.42525,44.0225,44.557,43.488,13.523,14.077,12.969,0.159945,0.17009,0.1498,0.05092,0.05139,0.05045
Lt63 ,A7            ,1,UV5       ,4,06/05/2022,31_Lt_st_18     ,1,scan2       ,425423.8595,508368.25,342479.469,13.4495,14.175,12.724,25.8175,27.706,23.929,0.134,0.153,0.115,22829.383,25714.387,19944.379,0.62406,0.63692,0.6112,0.33589,0.34912,0.32266,107.96027,108.01015,107.91039,31389.3485,35862.672,26916.025,1.37134,1.3941,1.34858,46.8455,47.86,45.831,10.058,10.369,9.747,0.15248,0.16305,0.14191,0.050005,0.05006,0.04995
Lt49 ,A8            ,3,UV5       ,4,06/05/2022,31_Lt_st_18     ,2,scan2       ,310763.2735,366954.188,254572.359,12.7445,13.232,12.257,31.4925,33.491,29.494,0.104,0.119,0.089,17793.453,20356.734,15230.172,0.723015,0.73073,0.7153,0.38342,0.39094,0.3759,113.00215,113.04359,112.96071,24250.1385,27731.381,20768.896,1.36198,1.36239,1.36157,47.2405,47.259,47.222,11.3635,11.801,10.926,0.12888,0.13658,0.12118,0.02195,0.02233,0.02157
Lt43 ,A1            ,1,Control   ,5,07/05/2022,29_Lt_st_18     ,0,scan1       ,1858180.313,2022812.5,1703909.375,26.84125,29.861,25.151,51.719,55.088,45.792,0.29725,0.344,0.265,46820.2665,55133.5,40279.32,0.7244975,0.72819,0.71873,0.358815,0.37613,0.34781,116.253635,117.05042,114.92839,69598.05475,80427.305,62118.129,1.487025,1.53922,1.45629,42.28925,43.366,40.516,21.5435,24.014,20.308,0.085795,0.11053,0.07252,0.006865,0.01148,0.00367
Lt49 ,A3            ,1,Control   ,5,07/05/2022,29_Lt_st_18     ,2,scan1       ,1116370.125,1267582.625,1023102.625,18.3255,19.455,17.515,41.81875,44.046,39.513,0.2605,0.292,0.234,42122.34075,46628.793,37964.621,0.73463,0.74388,0.72683,0.391765,0.39672,0.3851,114.0766375,114.442,113.70019,60975.90825,68412.461,54767.68,1.44494,1.46459,1.42473,43.8005,44.577,43.06,14.774,15.999,14.087,0.125425,0.13335,0.11516,0.0145025,0.01677,0.01272
Lt49 ,A5            ,2,Control   ,5,07/05/2022,29_Lt_st_18     ,4,scan1       ,2528571.688,3080100.5,2075161.75,30.0315,31.837,27.449,55.81625,62.267,49.474,0.359,0.422,0.323,57913.61725,67508.555,52023.98,0.6821975,0.69145,0.67186,0.38583,0.39458,0.37669,108.85233,109.54217,108.38478,83968.93725,98692.367,75599.273,1.44618,1.47433,1.40167,43.77475,45.514,42.708,22.64275,23.683,21.311,0.16777,0.17724,0.15472,0.042345,0.04551,0.03762
Lt98 ,B1            ,2,Control   ,5,07/05/2022,29_Lt_st_18     ,5,scan1       ,880691.875,951214.75,793519.25,19.3595,20.988,18.667,35.191,37.08,33.335,0.19475,0.212,0.182,30958.26325,34465.625,28995.971,0.7477825,0.75427,0.7407,0.36871,0.38534,0.35645,117.5276275,118.28429,116.68777,45493.586,49511.516,42508.105,1.470235,1.51819,1.43529,42.88625,44.163,41.198,17.24325,18.429,16.525,0.0661975,0.08815,0.05143,0.00151,0.00422,-0.00143
Lt49 ,B2            ,5,Control   ,5,07/05/2022,29_Lt_st_18     ,6,scan1       ,451365.172,526279.125,404727.906,13.50125,15.13,12.89,32.3705,34.505,31.276,0.14275,0.15,0.134,22654.827,23558.961,21190.656,0.62202,0.63287,0.61246,0.326515,0.34132,0.3158,109.8268975,110.50216,108.87402,33369.852,35062.613,31397.668,1.4719675,1.49351,1.44018,42.806,43.975,42.032,11.30575,12.323,10.812,0.1321,0.15407,0.11747,0.03816,0.04499,0.03388
Lt63 ,B3            ,4,Control   ,5,07/05/2022,29_Lt_st_18     ,7,scan1       ,552982.5393,614358.188,515275.094,13.85025,14.135,13.551,31.6195,34.075,28.45,0.1705,0.186,0.162,26805.93375,28821.275,25946.998,0.6342275,0.641,0.6276,0.32819,0.34363,0.31714,110.3233975,110.84354,109.63262,39894.915,43503.406,37906.57,1.485005,1.50579,1.4579,42.33875,43.306,41.612,11.52,11.739,11.333,0.1245275,0.14196,0.11201,0.034775,0.039,0.03135
Lt98 ,A6            ,1,Control   ,5,07/05/2022,29_Lt_st_18     ,0,scan2       ,1513865.375,1733186.25,1410252.875,25.16625,25.952,24.717,44.422,45.599,42.186,0.25675,0.285,0.24,40423.1015,44449.266,37776.859,0.648,0.65647,0.64093,0.3445475,0.35298,0.33458,108.35074,108.89739,107.82564,60090.92675,66783.844,56225.559,1.4824875,1.49709,1.46472,42.422,43.056,41.909,17.53825,18.03,17.365,0.154375,0.1656,0.14265,0.0452475,0.04865,0.04175
Lt63 ,A7            ,1,Control   ,5,07/05/2022,29_Lt_st_18     ,1,scan2       ,1024346.969,1171642,948675.875,18.5215,18.907,18.034,36.62775,39.262,34.377,0.23625,0.265,0.218,37938.3115,41695.578,35088.793,0.642535,0.65165,0.63515,0.3375075,0.34898,0.32779,108.3178225,108.99381,107.58508,55277.38275,61967.344,51033.035,1.4535175,1.48264,1.4294,43.483,44.393,42.412,12.73825,12.971,12.473,0.1477675,0.16298,0.13501,0.0451125,0.05006,0.04125
Lt49 ,A8            ,3,Control   ,5,07/05/2022,29_Lt_st_18     ,2,scan2       ,703404.7503,800085.875,627348.688,16.17975,18.25,15.148,36.55525,37.874,35.406,0.1865,0.213,0.165,31576.9415,35686.977,28220.506,0.737365,0.74529,0.73101,0.3874675,0.39119,0.38318,112.54304,112.84446,112.33025,43624.72075,49806.727,38633.367,1.378585,1.39226,1.36893,46.50325,46.927,45.909,13.96475,15.872,12.961,0.1344625,0.14072,0.12614,0.0220475,0.02359,0.02072
Lt63 ,A9            ,2,Control   ,5,07/05/2022,29_Lt_st_18     ,3,scan2       ,516272.7733,595311.75,459812.531,14.22925,14.629,13.59,43.106,44.906,40.583,0.15475,0.174,0.145,26017.049,28625.518,24603.982,0.64592,0.65722,0.63905,0.335385,0.34223,0.32543,108.8949175,109.43732,108.3663,36228.5235,40694.379,33834.328,1.3897175,1.41901,1.37385,46.0335,46.708,44.805,12.06625,12.384,11.333,0.1376925,0.14938,0.12526,0.041545,0.04538,0.03809
Lt63 ,A10           ,3,Control   ,5,07/05/2022,29_Lt_st_18     ,4,scan2       ,639481.25,741423.25,558780.25,18.19525,20.081,17.169,44.8235,47.897,41.641,0.1505,0.174,0.139,25420.2335,29468.055,23320.461,0.74142,0.74953,0.73606,0.402435,0.40878,0.39518,112.6797525,113.28629,112.2193,35177.71875,40742.16,32414.258,1.3819625,1.38762,1.37686,46.353,46.575,46.108,16.632,18.258,15.674,0.143245,0.15716,0.12953,0.0223575,0.02469,0.01976
Lt98 ,B6            ,3,Control   ,5,07/05/2022,29_Lt_st_18     ,5,scan2       ,604953.8128,652499.188,525955.25,20.111,21.335,19.299,38.24325,39.626,37.251,0.12825,0.14,0.116,21300.961,23471.348,19333.697,0.7494725,0.76072,0.74291,0.37092,0.38052,0.3608,115.5557125,116.34547,114.45251,30052.6295,32799.227,27253.652,1.410475,1.43157,1.39779,45.1575,45.676,44.308,18.212,19.298,17.598,0.0948625,0.11271,0.08138,0.010045,0.01438,0.00695
Lt43 ,B7            ,4,Control   ,5,07/05/2022,29_Lt_st_18     ,6,scan2       ,489180.1328,594091.375,416772.406,14.526,15.313,13.779,33.48225,34.837,31.91,0.14375,0.17,0.129,24775.64125,29097.436,22324.383,0.7469,0.7542,0.74148,0.407285,0.41393,0.40202,112.3556275,112.78566,111.97651,33604.68975,39669.203,30246.074,1.35559,1.36388,1.35118,47.53475,47.738,47.154,13.11825,13.699,12.449,0.1475775,0.15868,0.14067,0.02329,0.02457,0.02191
Lt63 ,B9            ,5,Control   ,5,07/05/2022,29_Lt_st_18     ,8,scan2       ,884966.0313,1042237.375,794145.062,18.266,19.053,17.327,38.79625,41.958,35.928,0.207,0.234,0.189,35420.9675,39601.387,32230.51,0.7362175,0.7446,0.72926,0.4006975,0.40779,0.39269,112.2086325,112.67159,111.7123,48392.91025,54703.035,44199.629,1.365385,1.38101,1.35426,47.0925,47.595,46.393,15.58325,16.22,14.803,0.1474875,0.15919,0.13482,0.02481,0.02756,0.02259
Lt43 ,A1            ,1,UV8       ,5,07/05/2022,30_Lt_st_18     ,0,scan1       ,1893893.875,1941722.75,1846065,27.674,28.83,26.518,53.3685,53.435,53.302,0.2935,0.313,0.274,44597.359,48233.441,40961.277,0.724665,0.72682,0.72251,0.365905,0.37727,0.35454,115.56754,116.75607,114.37901,68627.4335,73222.805,64032.062,1.538505,1.56164,1.51537,40.5535,41.291,39.816,21.414,22.315,20.513,0.093305,0.111,0.07561,0.01114,0.01626,0.00602
Lt43 ,A2            ,2,UV8       ,5,07/05/2022,30_Lt_st_18     ,1,scan1       ,335013.531,335036.156,334990.906,22.0715,23.672,20.471,38.544,41.142,35.946,0.065,0.07,0.06,11113.369,11820.438,10406.3,0.63762,0.64373,0.63151,0.36409,0.37669,0.35149,109.636195,111.40071,107.87168,15258.6155,16364.089,14153.142,1.374475,1.38738,1.36157,46.6885,47.259,46.118,17.542,18.495,16.589,0.154575,0.18204,0.12711,0.043355,0.05479,0.03192
Lt49 ,A3            ,1,UV8       ,5,07/05/2022,30_Lt_st_18     ,2,scan1       ,1307026.875,1337219.375,1276834.375,21.297,22.986,19.608,43.228,43.928,42.528,0.2635,0.278,0.249,42588.139,44949.848,40226.43,0.723745,0.72466,0.72283,0.392115,0.39927,0.38496,113.56141,114.05736,113.06546,61647.115,65117.824,58176.406,1.44551,1.44779,1.44323,43.7715,43.858,43.685,17.6675,19.216,16.119,0.13658,0.14996,0.1232,0.01732,0.01978,0.01486
Lt43 ,A4            ,3,UV8       ,5,07/05/2022,30_Lt_st_18     ,3,scan1       ,2053825.688,2061537.5,2046113.875,31.4195,32.602,30.237,57.9735,62.592,53.355,0.2795,0.289,0.27,46701.1895,47130.652,46271.727,0.678565,0.68295,0.67418,0.389565,0.3985,0.38063,108.904675,109.78254,108.02681,65451.285,67670.031,63232.539,1.39699,1.42963,1.36435,45.7585,47.133,44.384,24.568,25.363,23.773,0.173075,0.18892,0.15723,0.042765,0.04913,0.0364
Lt49 ,A5            ,2,UV8       ,5,07/05/2022,30_Lt_st_18     ,4,scan1       ,2194573.75,2198841,2190306.5,33.0025,34.66,31.345,61.9085,64.357,59.46,0.285,0.299,0.271,46461.4645,47403.812,45519.117,0.676775,0.68059,0.67296,0.388315,0.39534,0.38129,108.294715,108.85349,107.73594,66659.3635,69877.922,63440.805,1.429935,1.46894,1.39093,44.434,45.966,42.902,26.007,27.293,24.721,0.179885,0.19183,0.16794,0.045225,0.04955,0.0409
Lt98 ,B1            ,2,UV8       ,5,07/05/2022,30_Lt_st_18     ,5,scan1       ,812729.281,825690.062,799768.5,26.79,27.434,26.146,57.115,58.917,55.313,0.13,0.135,0.125,20673.372,21675.023,19671.721,0.73439,0.73951,0.72927,0.36175,0.37208,0.35142,118.269715,119.68626,116.85317,30366.0275,31579.686,29152.369,1.46775,1.47827,1.45723,42.949,43.331,42.567,24.993,25.684,24.302,0.06116,0.08064,0.04168,-0.003685,0.0021,-0.00947
Lt49 ,B2            ,5,UV8       ,5,07/05/2022,30_Lt_st_18     ,6,scan1       ,589275.0935,604892.125,573658.062,13.695,13.747,13.643,31.374,31.397,31.351,0.184,0.188,0.18,29279.876,29761.461,28798.291,0.64586,0.65051,0.64121,0.34365,0.3462,0.3411,109.77891,109.98434,109.57348,43023.877,44000.164,42047.59,1.467405,1.47644,1.45837,42.9605,43.289,42.632,11.253,11.392,11.114,0.13845,0.1424,0.1345,0.03755,0.03954,0.03556
Lt63 ,B3            ,4,UV8       ,5,07/05/2022,30_Lt_st_18     ,7,scan1       ,589080.313,605861.938,572298.688,13.5625,13.587,13.538,30.4945,31.187,29.802,0.1855,0.191,0.18,29402.6535,30304.434,28500.873,0.63499,0.63633,0.63365,0.33119,0.34323,0.31915,110.607355,111.43164,109.78307,43436.9495,44753.719,42120.18,1.475305,1.47646,1.47415,42.6725,42.714,42.631,10.8225,10.944,10.701,0.128265,0.1439,0.11263,0.03394,0.03878,0.0291
Lt49 ,B4            ,4,UV8       ,5,07/05/2022,30_Lt_st_18     ,8,scan1       ,330956.266,341965.188,319947.344,16.724,17.586,15.862,34.363,40.351,28.375,0.0845,0.086,0.083,14777.8505,14812.603,14743.098,0.644695,0.65038,0.63901,0.37699,0.38762,0.36636,108.186585,109.55148,106.82169,19808.2695,20171.264,19445.275,1.33925,1.35889,1.31961,48.326,49.27,47.382,13.555,14.001,13.109,0.177405,0.20077,0.15404,0.05066,0.05983,0.04149
Lt98 ,A6            ,1,UV8       ,5,07/05/2022,30_Lt_st_18     ,0,scan2       ,1251748.563,1308535.875,1194961.25,23.9145,23.96,23.869,49.5315,50.225,48.838,0.2235,0.233,0.214,34632.375,36147.727,33117.023,0.647895,0.64931,0.64648,0.34385,0.352,0.3357,108.140995,108.86768,107.41431,52338.668,54613.996,50063.34,1.50554,1.50588,1.5052,41.6205,41.632,41.609,16.266,16.474,16.058,0.15478,0.16795,0.14161,0.046225,0.05081,0.04164
Lt63 ,A7            ,1,UV8       ,5,07/05/2022,30_Lt_st_18     ,1,scan2       ,782843.344,823299.688,742387,17.7925,17.956,17.629,33.4605,34.195,32.726,0.188,0.196,0.18,30429.8845,31628.189,29231.58,0.637225,0.63852,0.63593,0.334415,0.34354,0.32529,108.550135,109.1201,107.98017,43981.1055,45850.734,42111.477,1.44302,1.44694,1.4391,43.8665,44.016,43.717,13.023,13.286,12.76,0.14476,0.15766,0.13186,0.04458,0.04861,0.04055
Lt49 ,A8            ,3,UV8       ,5,07/05/2022,30_Lt_st_18     ,2,scan2       ,891650.188,892500.188,890800.188,16.9945,17.936,16.053,33.032,34.931,31.133,0.225,0.238,0.212,38631.8965,40833.711,36430.082,0.73615,0.7366,0.7357,0.39792,0.40609,0.38975,112.19334,112.45037,111.93631,52631.6915,55596.641,49666.742,1.360965,1.36213,1.3598,47.2865,47.34,47.233,14.2235,15.131,13.316,0.15026,0.16177,0.13875,0.024195,0.02602,0.02237
Lt63 ,A9            ,2,UV8       ,5,07/05/2022,30_Lt_st_18     ,3,scan2       ,506780.1095,523070.438,490489.781,13.684,13.814,13.554,29.194,30.456,27.932,0.1585,0.165,0.152,26162.1465,27173.602,25150.691,0.645005,0.64771,0.6423,0.34103,0.34877,0.33329,108.119655,108.67554,107.56377,37049.0445,38592.066,35506.023,1.41391,1.41802,1.4098,45.0115,45.178,44.845,11.1845,11.273,11.096,0.149275,0.16098,0.13757,0.045665,0.04972,0.04161
Lt63 ,A10           ,3,UV8       ,5,07/05/2022,30_Lt_st_18     ,4,scan2       ,541826.125,556875.062,526777.188,14.7345,15.963,13.506,36.7315,37.683,35.78,0.158,0.167,0.149,27191.92,28719.406,25664.434,0.73742,0.73908,0.73576,0.402105,0.40822,0.39599,112.85527,113.119,112.59154,36944.3225,39004.309,34884.336,1.35825,1.35988,1.35662,47.411,47.486,47.336,13.0075,14.141,11.874,0.13981,0.14934,0.13028,0.02244,0.0239,0.02098
Lt98 ,B6            ,3,UV8       ,5,07/05/2022,30_Lt_st_18     ,5,scan2       ,645843.406,685040.062,606646.75,19.8665,20.487,19.246,43.076,43.603,42.549,0.139,0.143,0.135,23378.5615,23998.18,22758.943,0.748115,0.75243,0.7438,0.377665,0.38581,0.36952,114.65889,115.42097,113.89681,32479.4265,33438.441,31520.412,1.38872,1.3934,1.38404,46.0615,46.262,45.861,17.9625,18.369,17.556,0.10252,0.11482,0.09022,0.013235,0.01663,0.00984
Lt43 ,B7            ,4,UV8       ,5,07/05/2022,30_Lt_st_18     ,6,scan2       ,545636.0625,547985.875,543286.25,16.2825,17.179,15.386,36.482,38.711,34.253,0.1435,0.151,0.136,24844.2355,26047.057,23641.414,0.7357,0.74209,0.72931,0.40996,0.41095,0.40897,111.691435,111.93722,111.44565,33604.449,35309.828,31899.07,1.350465,1.35334,1.34759,47.772,47.907,47.637,14.609,15.268,13.95,0.16514,0.17008,0.1602,0.027055,0.02864,0.02547
Lt43 ,B8            ,5,UV8       ,5,07/05/2022,30_Lt_st_18     ,7,scan2       ,1437422.125,1462925.875,1411918.375,26.266,27.847,24.685,49.286,50.413,48.159,0.2345,0.244,0.225,40090.961,41097.789,39084.133,0.68321,0.68699,0.67943,0.400815,0.4102,0.39143,107.129635,107.80524,106.45403,54865.5975,57197.5,52533.695,1.36718,1.39177,1.34259,47.0365,48.143,45.93,21.4155,22.731,20.1,0.19811,0.21479,0.18143,0.05288,0.05809,0.04767
Lt63 ,B9            ,5,UV8       ,5,07/05/2022,30_Lt_st_18     ,8,scan2       ,1025502.844,1036836.438,1014169.25,18.5955,19.577,17.614,40.1475,40.655,39.64,0.2365,0.252,0.221,40175.0665,42565.918,37784.215,0.72776,0.73081,0.72471,0.40989,0.41391,0.40587,110.896595,111.27843,110.51476,55334.5,58865.516,51803.484,1.37707,1.38294,1.3712,46.568,46.826,46.31,15.1705,15.956,14.385,0.17231,0.18261,0.16201,0.03208,0.03426,0.0299
Lt43 ,A1            ,1,UV5       ,5,07/05/2022,31_Lt_st_18     ,0,scan1       ,1565793.313,1608534.375,1523052.25,22.6945,22.7,22.689,42.8515,43.057,42.646,0.295,0.303,0.287,46438.875,47895.145,44982.605,0.72105,0.72233,0.71977,0.346375,0.3493,0.34345,116.15643,116.31642,115.99644,68994.3715,70894.055,67094.688,1.484685,1.49015,1.47922,42.3405,42.533,42.148,18.768,18.8,18.736,0.07787,0.07991,0.07583,0.007045,0.00759,0.0065
Lt43 ,A2            ,2,UV5       ,5,07/05/2022,31_Lt_st_18     ,1,scan1       ,41773.369,43579.613,39967.125,12.3475,12.41,12.285,24.9675,25.203,24.732,0.0145,0.015,0.014,2474.4205,2581.364,2367.477,0.639485,0.64219,0.63678,0.37174,0.37486,0.36862,108.85492,108.85645,108.85339,3383.9905,3547.321,3220.66,1.36435,1.37047,1.35823,47.135,47.412,46.858,10.0015,10.086,9.917,0.170035,0.1738,0.16627,0.04993,0.0502,0.04966
Lt49 ,A3            ,1,UV5       ,5,07/05/2022,31_Lt_st_18     ,2,scan1       ,918339.438,951173.688,885505.188,18.749,18.978,18.52,47.943,48.504,47.382,0.209,0.214,0.204,34169.613,34968.203,33371.023,0.73031,0.73286,0.72776,0.380505,0.3846,0.37641,115.3408,115.5986,115.083,48966.338,50120.297,47812.379,1.43213,1.43241,1.43185,44.286,44.297,44.275,15.941,16.067,15.815,0.105135,0.111,0.09927,0.00924,0.01012,0.00836
Lt43 ,A4            ,3,UV5       ,5,07/05/2022,31_Lt_st_18     ,3,scan1       ,1959029.25,2040022.375,1878036.125,28.451,28.544,28.358,56.053,58.121,53.985,0.294,0.305,0.283,46811.211,48807.133,44815.289,0.686945,0.68764,0.68625,0.38158,0.38484,0.37832,110.358595,110.53335,110.18384,68847.9725,71469.836,66226.109,1.470015,1.47745,1.46258,42.865,43.134,42.596,22.885,22.896,22.874,0.15059,0.15404,0.14714,0.034155,0.03512,0.03319
Lt49 ,A5            ,2,UV5       ,5,07/05/2022,31_Lt_st_18     ,4,scan1       ,1462269.25,1545086,1379452.5,25.3095,25.672,24.947,73.9325,100.448,47.417,0.2465,0.257,0.236,40549.248,42480.875,38617.621,0.679605,0.68131,0.6779,0.380545,0.38484,0.37625,109.526895,109.7205,109.33329,57741.365,60186.371,55296.359,1.42234,1.43021,1.41447,44.6745,44.988,44.361,20.331,20.582,20.08,0.159885,0.1644,0.15537,0.038255,0.03944,0.03707
Lt98 ,B1            ,2,UV5       ,5,07/05/2022,31_Lt_st_18     ,5,scan1       ,411102.125,421899.188,400305.062,20.088,20.149,20.027,38.2835,38.357,38.21,0.087,0.089,0.085,14189.229,14534.133,13844.325,0.73889,0.74112,0.73666,0.348275,0.35317,0.34338,119.77099,119.84028,119.7017,20463.2805,20938.756,19987.805,1.44317,1.44554,1.4408,43.8605,43.951,43.77,18.5915,18.624,18.559,0.03838,0.04028,0.03648,-0.00925,-0.00898,-0.00952
Lt49 ,B2            ,5,UV5       ,5,07/05/2022,31_Lt_st_18     ,6,scan1       ,318797.5625,333268.656,304326.469,11.0305,11.195,10.866,23.9465,24.496,23.397,0.1235,0.127,0.12,19653.0545,20241.992,19064.117,0.65136,0.65601,0.64671,0.326795,0.33463,0.31896,111.523725,111.96545,111.082,28887.9095,29768.59,28007.229,1.467825,1.46788,1.46777,42.942,42.944,42.94,9.5055,9.65,9.361,0.110175,0.11932,0.10103,0.02656,0.02848,0.02464
Lt63 ,B3            ,4,UV5       ,5,07/05/2022,31_Lt_st_18     ,7,scan1       ,493455.312,511851.062,475059.562,12.7235,12.959,12.488,27.955,28.561,27.349,0.166,0.169,0.163,25922.9005,26456.037,25389.764,0.64943,0.65251,0.64635,0.32825,0.33202,0.32448,111.617815,111.62287,111.61276,38769.566,39498.984,38040.148,1.49337,1.49568,1.49106,42.037,42.117,41.957,10.7655,10.968,10.563,0.10979,0.11207,0.10751,0.027015,0.02702,0.02701
Lt49 ,B4            ,4,UV5       ,5,07/05/2022,31_Lt_st_18     ,8,scan1       ,1278262.063,1317037,1239487.125,25.396,25.563,25.229,42.658,43.691,41.625,0.215,0.223,0.207,35115.209,36474.996,33755.422,0.67763,0.67985,0.67541,0.38475,0.38834,0.38116,109.087385,109.21183,108.96294,50346.0295,52203.797,48488.262,1.43327,1.43641,1.43013,44.242,44.364,44.12,21.0405,21.203,20.878,0.170735,0.17414,0.16733,0.04139,0.04201,0.04077
Lt98 ,A6            ,1,UV5       ,5,07/05/2022,31_Lt_st_18     ,0,scan2       ,1105921.063,1149408.5,1062433.625,21.7145,21.974,21.455,35.7795,36.627,34.932,0.218,0.224,0.212,34072.4845,34935.289,33209.68,0.64447,0.64734,0.6416,0.33572,0.34001,0.33143,108.30154,108.48209,108.12099,50913.1485,52307.949,49518.348,1.491195,1.49385,1.48854,42.1125,42.205,42.02,14.8435,15.061,14.626,0.14892,0.15338,0.14446,0.044555,0.04543,0.04368
Lt63 ,A7            ,1,UV5       ,5,07/05/2022,31_Lt_st_18     ,1,scan2       ,622051.438,643425.938,600676.938,15.2755,15.461,15.09,28.5185,28.646,28.391,0.174,0.178,0.17,28587.804,29114.977,28060.631,0.643785,0.64586,0.64171,0.32925,0.3314,0.3271,109.308195,109.31488,109.30151,40710.211,41615.41,39805.012,1.421085,1.42563,1.41654,44.7235,44.905,44.542,11.6545,11.786,11.523,0.133105,0.13456,0.13165,0.039875,0.03998,0.03977
Lt49 ,A8            ,3,UV5       ,5,07/05/2022,31_Lt_st_18     ,2,scan2       ,469445.094,494130.75,444759.438,13.245,13.425,13.065,32.6885,32.786,32.591,0.151,0.157,0.145,25955.6305,26862.15,25049.111,0.74101,0.74279,0.73923,0.383515,0.38646,0.38057,113.781775,113.89272,113.67083,35424.3495,36807.129,34041.57,1.363695,1.36832,1.35907,47.1635,47.373,46.954,11.519,11.651,11.387,0.117435,0.12107,0.1138,0.017485,0.0178,0.01717
Lt63 ,A9            ,2,UV5       ,5,07/05/2022,31_Lt_st_18     ,3,scan2       ,408929.0465,433720.031,384138.062,12.8375,13.093,12.582,32.8645,33.616,32.113,0.136,0.142,0.13,22705.494,23475.092,21935.896,0.648825,0.65174,0.64591,0.331125,0.33423,0.32802,110.01577,110.14619,109.88535,31829.3155,33126.906,30531.725,1.398105,1.40707,1.38914,45.6665,46.042,45.291,10.7405,10.977,10.504,0.125985,0.1293,0.12267,0.036645,0.03714,0.03615
Lt63 ,A10           ,3,UV5       ,5,07/05/2022,31_Lt_st_18     ,4,scan2       ,278963.8515,299224.5,258703.203,12.1815,12.466,11.897,102.389,103.008,101.77,0.098,0.103,0.093,16601.0505,17373.178,15828.923,0.74961,0.75079,0.74843,0.384475,0.38723,0.38172,114.636235,114.84597,114.4265,22874.791,24004.006,21745.576,1.377215,1.3816,1.37283,46.5605,46.753,46.368,10.978,11.219,10.737,0.11321,0.11672,0.1097,0.012905,0.01381,0.012
Lt98 ,B6            ,3,UV5       ,5,07/05/2022,31_Lt_st_18     ,5,scan2       ,244516.2265,244665.328,244367.125,18.797,19.152,18.442,32.7615,33.397,32.126,0.056,0.057,0.055,9035.378,9268.925,8801.831,0.74948,0.75091,0.74805,0.355825,0.35919,0.35246,118.43557,118.82756,118.04358,13012.629,13250.279,12774.979,1.44304,1.45222,1.43386,43.8685,44.219,43.518,17.2075,17.542,16.873,0.07191,0.07578,0.06804,-0.000665,0.00067,-0.002
